bron,titel,datum,indieners,uitslag,voor,tegen,unaniem
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=290/Aangenomen_Vrije_motie_VM3_Bravoflex__CDA__GL__50PLUS__CU__LPF__DENK__LE_.pdf,"Aangenomen Vrije motie VM3 Bravoflex (CDA, GL, 50PLUS, CU, LPF, DENK, LE)",19-05-2020,"['50PLUS', 'CDA', 'CU', 'DENK', 'GL', 'LE', 'LPF']",Aangenomen,"['GL:7', 'CDA:6', 'LPF:2', '50PLUS:2', 'LE:1', 'CU:1', 'OAE:2', 'DENK:1', 'H.A.G. de Leeuw:1', 'VVD:7', 'SP:3']","['PvdA:6', 'D66:4', 'M.A. Schreurs:1']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=291/Ingetrokken_na_teoezegging_Vrije_motie_VM5A_Samen_zorg_dragen_voor_de_huur_-_detailhandel__PvdA_.pdf,Ingetrokken na teoezegging Vrije motie VM5A Samen zorg dragen voor de huur - detailhandel (PvdA),19-05-2020,"['GL', 'PvdA']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=292/Ingetrokken_na_toezegging_Amendement_A5_Grip_op_de_GR_GGD_ZOB__PvdA_.pdf,Ingetrokken na toezegging Amendement A5 Grip op de GR GGD ZOB (PvdA),19-05-2020,['PvdA'],Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=293/Ingetrokken_na_toezegging_Amendement_A1_Borgen_van_de_democratische_en_voorzorgsmaatregelen_voor_rampen_van_lange_duur_zoals_epidemie__n_in_de_visie_2020__M.A._Schreurs__LPF__OAE__H.A.G._de_Leeuw_.pdf,"Ingetrokken na toezegging Amendement A1 Borgen van de democratische en voorzorgsmaatregelen voor rampen van lange duur zoals epidemieën in de visie 2020 (M.A. Schreurs, LPF, OAE, H.A.G. de Leeuw)",19-05-2020,"['H.A.G.deLeeuw', 'LPF', 'M.A.Schreurs', 'OAE']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=295/Ingetrokken_na_toezegging_Vrije_motie_VM1_Steunen_oproep_om_500_vluchtelingenkinderen_op_te_vangen__M.A._Schreurs__SP__D66__CU__GL__PvdA__DENK__OAE_.pdf,"Ingetrokken na toezegging Vrije motie VM1 Steunen oproep om 500 vluchtelingenkinderen op te vangen (M.A. Schreurs, SP, D66, CU, GL, PvdA, DENK, OAE)",16-06-2020,"['CU', 'D66', 'DENK', 'GL', 'M.A.Schreurs', 'OAE', 'PvdA', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=296/Verworpen_Vrije_motie_VM2_Democratisch_referendum_over_de_kleur_van_Zwarte_Piet__LPF__OAE_.pdf,"Verworpen Vrije motie VM2 Democratisch referendum over de kleur van Zwarte Piet (LPF, OAE)",16-06-2020,"['LPF', 'OAE']",Verworpen,"['LPF:2', 'M.A. Schreurs:1', 'OAE:2']","['GL:7', 'PvdA:6', 'CDA:6', 'D66:5', '50PLUS:2', 'LE:1', 'CU:1', 'DENK:1', 'H.A.G. de Leeuw:1', 'VVD:7', 'SP:3']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=297/Verworpen_Vrije_Motie_VM3_Stop_de_huurverhoging__0___is_Genoeg__SP_.pdf,"Verworpen Vrije Motie VM3 Stop de huurverhoging, 0 % is Genoeg (SP)",16-06-2020,"['DENK', 'LPF', 'OAE', 'SP']",Verworpen,"['LPF:2', 'M.A. Schreurs:1', 'OAE:2', 'DENK:1', 'SP:3']","['GL:7', 'PvdA:6', 'CDA:6', 'D66:5', '50PLUS:2', 'LE:1', 'CU:1', 'H.A.G. de Leeuw:1', 'VVD:7']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=298/Verworpen_Vrije_motie_VM4A_afhandeling_coronaboetes__M.A._Schreurs__LPF__DENK_.pdf,"Verworpen Vrije motie VM4A afhandeling coronaboetes (M.A. Schreurs, LPF, DENK)",16-06-2020,"['LPF', 'M.A.Schreurs']",Verworpen,"['LPF:2', 'M.A. Schreurs:1', 'OAE:2', 'DENK:1', 'SP:3']","['GL:7', 'PvdA:6', 'CDA:6', 'D66:5', '50PLUS:2', 'LE:1', 'CU:1', 'H.A.G. de Leeuw:1', 'VVD:7']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=299/Ingetrokken_Vrije_motie_VM5_uitvoering_conform_dictum_aangenomen_motie_Racisme_en_geweld_zijn_nooit_acceptabel__M.A._Schreurs_.pdf,Ingetrokken Vrije motie VM5 uitvoering conform dictum aangenomen motie Racisme en geweld zijn nooit acceptabel (M.A. Schreurs),16-06-2020,['M.A.Schreurs'],Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=300/Aangenomen_Vrije_motie_VM6_Invulling_sinterklaasfeest_aan_samenleving__VVD__CDA__50PLUS__CU__H.A.G._de_Leeuw_.pdf,"Aangenomen Vrije motie VM6 Invulling sinterklaasfeest aan samenleving (VVD, CDA, 50PLUS, CU, H.A.G. de Leeuw)",16-06-2020,"['50PLUS', 'CDA', 'CU', 'H.A.G.deLeeuw', 'VVD']",Aangenomen,"['CDA:6', 'LPF:2', '50PLUS:2', 'LE:1', 'CU:1', 'M.A. Schreurs:1', 'OAE:2', 'H.A.G. de Leeuw:1', 'VVD:7']","['GL:7', 'PvdA:6', 'D66:5', 'DENK:1']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=301/Verworpen_Vrije_Motie_VM7_Een_strafblad_bij_Coronaboetes_is_disproportioneel__M.A._Schreurs__DENK_.pdf,"Verworpen Vrije Motie VM7 Een strafblad bij Coronaboetes is disproportioneel (M.A. Schreurs, DENK)",16-06-2020,"['DENK', 'M.A.Schreurs']",Verworpen,"['PvdA:6', 'LPF:2', 'M.A. Schreurs:1', 'OAE:2', 'DENK:1', 'H.A.G. de Leeuw:1', 'SP:3']","['GL:7', 'CDA:6', 'D66:5', '50PLUS:2', 'LE:1', 'CU:1', 'VVD:7']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=302/Ingetrokken_na_toezegging_Vrije_motie_VM8__Eindhoven_voorstander_van_Smart_Distancing_in_de_horeca__D66__PvdA__DENK_.pdf,"Ingetrokken na toezegging Vrije motie VM8  Eindhoven voorstander van Smart Distancing in de horeca (D66, PvdA, DENK)",16-06-2020,"['D66', 'DENK', 'PvdA']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=303/Aangenomen_vrije_motie_VM9A_VN_Verdrag_in_Eindhoven_zodat_iedereen___cht_mee_doet__PvdA__50PLUS__D66__CU__DENK__GL__VVD__CDA_.pdf,"Aangenomen vrije motie VM9A VN Verdrag in Eindhoven zodat iedereen écht mee doet (PvdA, 50PLUS, D66, CU, DENK, GL, VVD, CDA)",16-06-2020,"['50PLUS', 'CDA', 'CU', 'D66', 'DENK', 'GL', 'PvdA', 'VVD']",Aangenomen,['vul handmatig in:-1'],['vul handmatig in:-1'],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=304/Aangenomen_vrije_motie_VM10__Onderling_Fatsoen_en_Respect___50PLUS__CU__GL__VVD__D66__CDA__PvdA__SP__DENK__LE_.pdf,"Aangenomen vrije motie VM10 'Onderling Fatsoen en Respect' (50PLUS, CU, GL, VVD, D66, CDA, PvdA, SP, DENK, LE)",16-06-2020,"['50PLUS', 'CDA', 'CU', 'D66', 'DENK', 'GL', 'LE', 'PvdA', 'SP', 'VVD']",Aangenomen,"['GL:7', 'PvdA:6', 'CDA:6', '50PLUS:2', 'LE:1', 'CU:1', 'DENK:1', 'VVD:7', 'SP:3']","['LPF:2', 'M.A. Schreurs:1', 'OAE:2', 'H.A.G. de Leeuw:1']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=305/Niet_in_stemming_gebracht_Vrije_motie_VM11A_In_dialoog_op_weg_naar_een_gezellig_Sinterklaasfeest__D66__DENK_.pdf,"Niet in stemming gebracht Vrije motie VM11A In dialoog op weg naar een gezellig Sinterklaasfeest (D66, DENK)",16-06-2020,"['D66', 'DENK']",,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=306/Ingetrokken_na_toezegging_motie_M15_Het_geld_op_de_juiste_plek__GL__PvdA__SP__50PLUS__D66__DENK__OAE__CU_.pdf,"Ingetrokken na toezegging motie M15 Het geld op de juiste plek (GL, PvdA, SP, 50PLUS, D66, DENK, OAE, CU)",16-06-2020,"['50PLUS', 'CU', 'D66', 'DENK', 'GL', 'OAE', 'PvdA', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=307/Verworpen_motie_M10_Heel-2020-geen-precariobelasting-heffen__D66__OAE__M.A._Schreurs__DENK__LE__H.A.G_de_Leeuw_.pdf,"Verworpen motie M10 Heel-2020-geen-precariobelasting-heffen (D66, OAE, M.A. Schreurs, DENK, LE, H.A.G de Leeuw)",16-06-2020,"['D66', 'DENK', 'H.A.G.deLeeuw', 'LE', 'M.A.Schreurs', 'OAE']",Verworpen,"['D66:5', 'LPF:2', 'LE:1', 'M.A. Schreurs:1', 'OAE:2', 'DENK:1', 'H.A.G. de Leeuw:1']","['GL:7', 'PvdA:6', 'CDA:6', '50PLUS:2', 'CU:1', 'VVD:7', 'SP:3']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=308/Toezegging_wethouder_Oosterveer_Vraag_V3_Vragenhalfuur_Corona.pdf,Toezegging wethouder Oosterveer Vraag V3 Vragenhalfuur Corona,16-06-2020,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=309/Toezegging_wethouder_Thijs_Vraag_V4_Vragenhalfuur_Ingekomen_brief_van_UN_Woman_Nederland__20-179_.pdf,Toezegging wethouder Thijs Vraag V4 Vragenhalfuur Ingekomen brief van UN Woman Nederland (20-179),16-06-2020,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=310/Toezegging_wethouder_Oosterveer_Raadsvoorstel_afschaffen_stadspas_als_toegangsmiddel_en_implemeteren_alternatieven.pdf,Toezegging wethouder Oosterveer Raadsvoorstel afschaffen stadspas als toegangsmiddel en implemeteren alternatieven,16-06-2020,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=311/Toezegging_wethouder_Thijs_Raadsvoorstel_doorontwikkeling_afvalinzameling__amendement_A4_Doorontwikkeling_afvalinzameling_.pdf,Toezegging wethouder Thijs Raadsvoorstel doorontwikkeling afvalinzameling (amendement A4 Doorontwikkeling afvalinzameling),16-06-2020,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=312/Toezegging_wethouderTorunoglu_Raadsvoorstel_gwijzigde_vaststelling_bestemmingsplan_I_Philipsdorp_2013__Langdonkenstraat_.pdf,Toezegging wethouderTorunoglu Raadsvoorstel gwijzigde vaststelling bestemmingsplan I Philipsdorp 2013 (Langdonkenstraat),16-06-2020,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=313/Toezegging_wethouders_List_en_Steenbakkers_Raadsvoorstel_Uitwerking_Maatschappleijk_Ondersteuningsfonds.pdf,Toezegging wethouders List en Steenbakkers Raadsvoorstel Uitwerking Maatschappleijk Ondersteuningsfonds,16-06-2020,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=294/Toezegging_wethouder_Thijs_concept_motie_slooppremie_voor_brommers_en_scooters_ouder_dan_10_jaar.pdf,Toezegging wethouder Thijs concept motie slooppremie voor brommers en scooters ouder dan 10 jaar,09-06-2020,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=314/Toezegging_wethouder_Torunoglu_RV_Jaarstukken_2019_over_Meerjarenplan_vastgoed.pdf,Toezegging wethouder Torunoglu RV Jaarstukken 2019 over Meerjarenplan vastgoed,07-07-2020,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=315/Ingetrokken_Motie_JR.M02_Spijtbetuiging_college__M.A._Schreurs_.pdf,Ingetrokken Motie JR.M02 Spijtbetuiging college (M.A. Schreurs),07-07-2020,['M.A.Schreurs'],Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=316/Verworpen_Motie_JR.M03_Tegen_Jaarrekening_Sociaal_Domein__M.A._Schreurs__H.A.G._de_Leeuw__OAE__DENK_.pdf,"Verworpen Motie JR.M03 Tegen Jaarrekening Sociaal Domein (M.A. Schreurs, H.A.G. de Leeuw, OAE, DENK)",07-07-2020,"['DENK', 'H.A.G.deLeeuw', 'M.A.Schreurs', 'OAE']",Verworpen,"['D66:5', 'LPF:2', 'M.A. Schreurs:1', 'OAE:2', 'DENK:1', 'H.A.G. de Leeuw:1', 'SP:3']","['GL:7', 'PvdA:6', 'CDA:6', '50PLUS:2', 'LE:1', 'CU:1', 'VVD:7']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=317/Ingetrokken_Motie_JR.M04_Overheid_behoort_het_belang_van_haar_burgers_te_dienen__M.A._Schreurs__OAE_.pdf,"Ingetrokken Motie JR.M04 Overheid behoort het belang van haar burgers te dienen (M.A. Schreurs, OAE)",07-07-2020,"['M.A.Schreurs', 'OAE']",Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=318/Ingetrokken_na_toezegging_Motie_JR.M05_Helderheid_investeringen__PvdA__GL__VVD__CDA__H.A.G._de_Leeuw__DENK__CU__D66__50PLUS__OAE_.pdf,"Ingetrokken na toezegging Motie JR.M05 Helderheid investeringen (PvdA, GL, VVD, CDA, H.A.G. de Leeuw, DENK, CU, D66, 50PLUS, OAE)",07-07-2020,"['50PLUS', 'CDA', 'CU', 'D66', 'DENK', 'GL', 'H.A.G.deLeeuw', 'OAE', 'PvdA', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=319/Ingetrokken_na_toezegging_Motie_JR.M06_Geen_uitstroom_beschermd_wonen_naar_de_straat__SP__DENK__50PLUS__OAE_.pdf,"Ingetrokken na toezegging Motie JR.M06 Geen uitstroom beschermd wonen naar de straat (SP, DENK, 50PLUS, OAE)",07-07-2020,"['50PLUS', 'DENK', 'OAE', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=320/Verworpen_Motie_JR.M07_Monitoren_en_repareren_II__SP__DENK__OAE_.pdf,"Verworpen Motie JR.M07 Monitoren en repareren II (SP, DENK, OAE)",07-07-2020,"['DENK', 'OAE', 'SP']",Verworpen,"['D66:5', 'M.A. Schreurs:1', 'OAE:2', 'DENK:1', 'H.A.G. de Leeuw:1', 'SP:3']","['GL:7', 'PvdA:6', 'CDA:6', 'LPF:2', '50PLUS:2', 'LE:1', 'CU:1', 'VVD:7']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=321/Ingetrokken_na_toezegging_Motie_JR.M08_Afwijken_van_de_kostendelersnorm__SP__DENK__OAE_.pdf,"Ingetrokken na toezegging Motie JR.M08 Afwijken van de kostendelersnorm (SP, DENK, OAE)",07-07-2020,"['DENK', 'OAE', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=322/Ingetrokken_Motie_JR.M09_Sociale_Huurwoningen__SP__OAE__DENK_.pdf,"Ingetrokken Motie JR.M09 Sociale Huurwoningen (SP, OAE, DENK)",07-07-2020,"['DENK', 'OAE', 'SP']",Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=323/Ingetrokken_na_toezegging_Motie_JR.M10_Hoe_komt_het_nou_dat_wij_zo_slecht_scoren_op_veiligheid__CDA__DENK__50PLUS_.pdf,"Ingetrokken na toezegging Motie JR.M10 Hoe komt het nou dat wij zo slecht scoren op veiligheid (CDA, DENK, 50PLUS)",07-07-2020,"['50PLUS', 'CDA', 'DENK']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=324/Ingetrokken_na_toezegging_Motie_M2_Verbeteren_clientondersteuning_WIJ_Eindhoven__PvdA__50PLUS__D66__DENK__GL__CU__OAE_.pdf,"Ingetrokken na toezegging Motie M2 Verbeteren clientondersteuning WIJ Eindhoven (PvdA, 50PLUS, D66, DENK, GL, CU, OAE)",07-07-2020,"['50PLUS', 'CU', 'D66', 'DENK', 'GL', 'OAE', 'PvdA']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=325/Ingetrokken_motie_M5_Aanvulling_AIO-uitkering__OAE__H.A.G._de_Leeuw__DENK_.pdf,"Ingetrokken motie M5 Aanvulling AIO-uitkering (OAE, H.A.G. de Leeuw, DENK)",07-07-2020,"['DENK', 'H.A.G.deLeeuw', 'OAE']",Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=326/Ingetrokken_motie_M8_De_bank_met_de_goede_naam__OAE__H.A.G._de_Leeuw__DENK_.pdf,"Ingetrokken motie M8 De bank met de goede naam (OAE, H.A.G. de Leeuw, DENK)",07-07-2020,"['DENK', 'H.A.G.deLeeuw', 'OAE']",Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=327/Ingetrokken_na_toezegging_motie_M11A_Van_vangnet_naar_trampoline__GL__DENK__50PLUS__CU__OAE_.pdf,"Ingetrokken na toezegging motie M11A Van vangnet naar trampoline (GL, DENK, 50PLUS, CU, OAE)",07-07-2020,"['50PLUS', 'CU', 'DENK', 'GL', 'OAE']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=328/Ingetrokken_Motie_M15_Stop_groei_kinderarmoede__OAE__DENK_.pdf,"Ingetrokken Motie M15 Stop groei kinderarmoede (OAE, DENK)",07-07-2020,"['DENK', 'OAE']",Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=329/Toezegging_wethouder_Oosterveer_Kaderbrief__Intensiveringen_.pdf,Toezegging wethouder Oosterveer Kaderbrief (Intensiveringen),07-07-2020,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=330/Toezegging_wethouder_List_Kaderbrief__Bereikbaarheid_in_de_stad_.pdf,Toezegging wethouder List Kaderbrief (Bereikbaarheid in de stad),07-07-2020,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=331/Aangehouden_Vrije_motie_VM1_servicebureau__D66__CU__SP__H.A.G._de_Leeuw__DENK_.pdf,"Aangehouden Vrije motie VM1 servicebureau (D66, CU, SP, H.A.G. de Leeuw, DENK)",07-07-2020,"['CU', 'D66', 'DENK', 'H.A.G.deLeeuw', 'SP']",Aangehouden,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=332/Ingetrokken_Vrije_motie_VM2_Actieplan_Onderwijs_Een_nieuw_normaal__PvdA__DENK__OAE_.pdf,"Ingetrokken Vrije motie VM2 Actieplan Onderwijs Een nieuw normaal (PvdA, DENK, OAE)",07-07-2020,"['DENK', 'OAE', 'PvdA']",Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=333/Ingetrokken_na_toezegging_Vrije_motie_VM4_Sociaal_groen_in_alle_wijken__PvdA__GL__DENK__D66__OAE_.pdf,"Ingetrokken na toezegging Vrije motie VM4 Sociaal groen in alle wijken (PvdA, GL, DENK, D66, OAE)",07-07-2020,"['D66', 'DENK', 'GL', 'OAE', 'PvdA']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=334/Ingetrokken_na_toezegging_Vrije_motie_VM5_Lam_of_Leeuw__M.A._Schreurs__OAE__H.A.G._de_Leeuw_.pdf,"Ingetrokken na toezegging Vrije motie VM5 Lam of Leeuw (M.A. Schreurs, OAE, H.A.G. de Leeuw)",07-07-2020,"['H.A.G.deLeeuw', 'M.A.Schreurs', 'OAE']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=335/Ingetrokken_na_toezegging_Vrije_Motie_VM6A_Meer_sport_en_bewegen_in_de_openbare_ruimte__D66__PvdA__DENK__CU__50PLUS__OAE_.pdf,"Ingetrokken na toezegging Vrije Motie VM6A Meer sport en bewegen in de openbare ruimte (D66, PvdA, DENK, CU, 50PLUS, OAE)",07-07-2020,"['50PLUS', 'CU', 'D66', 'DENK', 'OAE', 'PvdA']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=336/Ingetrokken_na_toezegging_Vrije_motie_VM7_Bio-artlabarotories_en_Next_Nature__M.A.._Schreurs_.pdf,Ingetrokken na toezegging Vrije motie VM7 Bio-artlabarotories en Next Nature (M.A.. Schreurs),07-07-2020,['M.A.Schreurs'],Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=337/Ingetrokken_na_toezegging_Vrije_motie_VM8_garantie_voor_PLAN__M.A._Schreurs_.pdf,Ingetrokken na toezegging Vrije motie VM8 garantie voor PLAN (M.A. Schreurs),07-07-2020,['M.A.Schreurs'],Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=338/Verworpen_Vrije_motie_VM9_Waterstof_als_energiedrager_en_brandstof_voor_de_toekomst__LPF__OAE_.pdf,"Verworpen Vrije motie VM9 Waterstof als energiedrager en brandstof voor de toekomst (LPF, OAE)",07-07-2020,"['LPF', 'OAE']",Verworpen,"['LPF:2', 'M.A. Schreurs:1', 'OAE:2', 'H.A.G. de Leeuw:1']","['GL:7', 'PvdA:6', 'CDA:6', 'D66:5', '50PLUS:2', 'LE:1', 'CU:1', 'DENK:1', 'VVD:7', 'SP:3']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=339/Verworpen_Vrije_motie_VM10_Eindhovenaren_zijn_geen_racisten__LPF__OAE_.pdf,"Verworpen Vrije motie VM10 Eindhovenaren zijn geen racisten (LPF, OAE)",07-07-2020,"['LPF', 'OAE']",Verworpen,"['LPF:2', 'M.A. Schreurs:1', 'OAE:2', 'H.A.G. de Leeuw:1']","['GL:7', 'PvdA:6', 'CDA:6', 'D66:5', '50PLUS:2', 'LE:1', 'CU:1', 'DENK:1', 'VVD:7', 'SP:3']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=340/Ingetrokken_na_toezegging_Vrije_motie_VM11_Aanpak_jeugdwerkloosheid__SP__DENK__GL__D66__OAE__CU_.pdf,"Ingetrokken na toezegging Vrije motie VM11 Aanpak jeugdwerkloosheid (SP, DENK, GL, D66, OAE, CU)",07-07-2020,"['CU', 'D66', 'DENK', 'GL', 'OAE', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=341/Ingetrokken_na_toezegging_Vrije_motie_VM12_Toekomst_en_Corona_Prognoses_voor_de_culturele_BIS-instellingen__CDA_.pdf,Ingetrokken na toezegging Vrije motie VM12 Toekomst en Corona Prognoses voor de culturele BIS-instellingen (CDA),07-07-2020,['CDA'],Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=342/Aangehouden_Vrije_Motie_VM13_Niet_vergeten_de_kwetsbare_arbeidsmigranten__CDA__SP__DENK__D66__OAE_.pdf,"Aangehouden Vrije Motie VM13 Niet vergeten de kwetsbare arbeidsmigranten (CDA, SP, DENK, D66, OAE)",07-07-2020,"['CDA', 'D66', 'OAE', 'SP']",Aangehouden,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=356/Toezegging_wethouder_Steenbakkers_rondvraag_GL_gelijke_kansen__eerlijk_schooladvies.pdf,"Toezegging wethouder Steenbakkers rondvraag GL gelijke kansen, eerlijk schooladvies",29-09-2020,"['CDA', 'GL']",,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=343/Toezegging_wethouder_Richters_Vraag_vragenhalfuur_Het_gaat_om_kinderen__Vraag_V3_.pdf,Toezegging wethouder Richters Vraag vragenhalfuur Het gaat om kinderen (Vraag V3),16-09-2020,['PvdA'],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=344/Toezegging_wethouder_Torunoglu_Raadsvoorstel_Gewijzigde_vaststelling_bestemmingsplan_II_Tongelresche_Akkers__woonwagenlocatie_Fernhoutstraat_.pdf,Toezegging wethouder Torunoglu Raadsvoorstel Gewijzigde vaststelling bestemmingsplan II Tongelresche Akkers (woonwagenlocatie Fernhoutstraat),16-09-2020,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=345/Ingetrokken_na_toezegging_Motie_M1_-_Zero_emissie_betaalbaar_houden__VVD__PvdA__D66__LE__GL__50PLUS__SP__CDA__DENK__CU_.pdf,"Ingetrokken na toezegging Motie M1 - Zero emissie betaalbaar houden (VVD, PvdA, D66, LE, GL, 50PLUS, SP, CDA, DENK, CU)",16-09-2020,"['50PLUS', 'CDA', 'CU', 'D66', 'DENK', 'GL', 'LE', 'PvdA', 'SP', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=346/Ingetrokken_na_toezegging_Motie_M4_-_Doorstroming_niet_beperken_door_HOV3__VVD__CDA__DENK__CU_.pdf,"Ingetrokken na toezegging Motie M4 - Doorstroming niet beperken door HOV3 (VVD, CDA, DENK, CU)",16-09-2020,"['CDA', 'CU', 'DENK', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=347/Ingetrokken_na_toezegging_Motie_M5_-_Tijdelijkheid_niet_automatisch_maar_situatie_gebonden__SP__DENK__GL_.pdf,"Ingetrokken na toezegging Motie M5 - Tijdelijkheid niet automatisch maar situatie gebonden (SP, DENK, GL)",16-09-2020,"['DENK', 'GL', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=348/Ingetrokken_na_toezegging_Motie_M6_-_Stel_een_doel__SP__D66__DENK__GL_.pdf,"Ingetrokken na toezegging Motie M6 - Stel een doel (SP, D66, DENK, GL)",16-09-2020,"['D66', 'DENK', 'GL', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=349/Ingetrokken_na_toezegging_Motie_M7_-_Laat_niet_als_dank...___SP__GL_.pdf,"Ingetrokken na toezegging Motie M7 - Laat niet als dank...  (SP, GL)",16-09-2020,"['GL', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=350/Ingetrokken_Motie_M8_-_Evaluatie_nodig__SP_.pdf,Ingetrokken Motie M8 - Evaluatie nodig (SP),16-09-2020,['SP'],Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=351/Toezegging_wethouder_Steenbakkers_Raadsvoorstel_Vereenvoudiging_financi__le_afspraken_ISE.pdf,Toezegging wethouder Steenbakkers Raadsvoorstel Vereenvoudiging financiële afspraken ISE,16-09-2020,[''],,[],[],nee
